Question,Answer
"# Explain:

Who uses a private cloud organisation and how it would be restricted","* Used by a specific organisation
* Can be hosted on site premises or remotely through virtualisation
* Requires organisation installs and maintains infrastructure, including hardware, software and networking components"
"# Fill The Blank:

A ............... cloud is one that is designed for and used by a group of organisations working in a particular ................","Community, Industry"
"# Define:

Hybrid model",Best of both world which incorporates the best aspects of practe and public clouds that integrate with each other
"# Explain:

IaaS","Infrastructure provided could include a network, servers, storage areas and an OS. This means that the organisation can reduce the costs and physical presence of hardware."
"# Explain:

PaaS",Includes features of IaaS and builds these to include software (eg: dev tools) but still possible for an organisation to use their own development tools; common in development and testing of web-based software
"# Fill The Blank:

PaaS means the provider provides the platform, ............... and ................. to develop the software on and the organisation develops and ........... the applications","Hardware, Software, Deploying"
"# Fill The Blank:

Provides software apps and services and can be accessed from a range of ......... (location ...............) and uses a ................ based service (fixed fee or pay-to-use)","Devices, Independent, Subscription"
"# State:

Who is responsible for each of the following resources in the IaaS delivery model

* Applications
* Runtime
* Data
* Middleware
* OSs
* Virtualisation
* Servers
* Storage
* Networking","* Applications - Subscriber (Organisation)
* Runtime - Subscriber (Organisation)
* Data - Subscriber (Organisation)
* Middleware - Subscriber (Organisation)
* OSs - Subscriber (Organisation)
* Virtualisation - Service Provider
* Servers - Service Provider
* Storage - Service Provider
* Networking - Service Provider"
"# State:

What 2 of the following resources in the PaaS delivery model are the only responsibilities of the subscriber/organisation
* Applications
* Servers
* Runtime
* Data
* OS
* Virtualisation
* Storage
* Networking
* Middleware","Applications, Data"
"# State:

What 1 thing in the SaaS delivery model is the only responsibility of the subscriber/organisation",The user only (use of the app)
"# Define:

Runtime",Length of time a computer program takes to run

Question,Answer
"# Fill The Blank:

DaaS is a ............ computing model that provides ......... management by using the cloud for the storage, ............................., processing and, if required, ......................... of data through a network connection. This can reduce data ............. and data ............","Cloud, Data, Integration, Analytics, Sprawl, Silos"
"# Fill The Blank:

DaaS happens through ...aaS",S[aaS]
"# Explain:

How data as a service (DaaS) can be used with data science platforms","At least 2:
* Provides data that can be used through the data science lifecycle
* The platforms support scientists when they are exploring and developing ideas and models
* A data science platform allow the team to collaborate and identify data that has already been gathered easier
* Explore large data sets and plot it"
"# Fill The Blank:

Dashboards, also called data ................................. tools that enable the user to view a ............... ........................... of the data. They allow for visual ........................... of performance ................. and the DaaS is an appriopriate platform for it to use for the accessibility of data","Visualisation, Visual Representation, Interpretation, Metrics"
"# State:

""The vast amounts and variety of data produced""",Data Sprawl
"# Define:

Data Silos",A group of raw data accessible by one department but not available to the other departments within the organisation
"# Define:

Data Visualisation",Graphical representation of data
"# Define:

""The collection, analysing and reporting of information. This can be in relation to a system, department, individual or even profit of an organisation as a whole""",Performance Metrics
"# Fill The Blank:

The implementation of ............ with a database that stores vast amounts of data will mean accessiblity to a wide range of people who could be in different .......................","DaaS (Data as a Service), Locations"
"# Fill The Blank:

DaaS enables an ........................ to store big .......... without the necessity to install its own data storage .................","Organisation, Data, Servers"
"# Fill The Blank:

DaaS supports file .................. because it is all in the cloud as well as ......................... access to multiple users to authorised files","Sharing, Simultaneous"
"# Fill The Blank:

DaaS file systems restrict users through granting .......................... through the implementation of user and ........... permissions strengthening security of files (which are managed by an ..............................)","Permissions, Group, Administrator"

Question,Answer
"# State:

4 benefits of using DaaS to an organisation and its stakeholders","4 of:
* Cross platform transfer
* Automatic updating of data/files
* Wide ranging accessibility
* Reduces the risk of multiple versions of the same data/files existing
* Enhanced security through access permissions levels, passwords and encryption
* Reduction in the costs of data maintenance and delivery
* Facilitates collaboration, regardless of location
* Allows for easier scalability (up or down) for storage requirements
* Supports remote working"
"# State:

3 drawbacks of using DaaS to an organisation and its stakeholders","3 of:
* Data is transferred over a network, increasing risk of security breaches
* Time consuming for the transferring of large data sets based on bandwidth restrictions
* Can be a limitation of available tools as any tool used must be hosted by or compatible with the DaaS platform
* Compliance with legislation/regulations as sensitive data is located in the cloud, organisations must ensure that they are compliant with the regulation/legislation associated with the country where the DaaS provider is based and origin of data"

Question,Answer
"# Explain:

Cloud sourcing",Where organisations will outsource business processes to a third party (a service provider)
"# Fill The Blank:

Subscribers ............ the service providers for services such as .........., .........., SaaS and DaaS.","Pay, PaaS (platform as a Service), IaaS (Infrastructure as a Service)"
"# State:

One example of a well-known cloud source used by individuals for storage and sharing of data and files",Dropbox
"# Fill The Blank:

Cloud sourcing is easier for ............. (up or down) and the service ................. is .................... for services are up-to-date and maintained as opposed to the subscribers employing technical teams to do it for them","Scalability, Provider, Responsible"
"# Fill The Blank:

The market for cloud ............ has rapidly expanded and the smaller ................ providers have to find new innovative ways to retain their share of the ....................","Sourcing, Service, Market"
"# Define:

Cloud Portability","Ability for organisations to move their applications, platforms and/or data between service providers"
"# Fill The Blank:

Providers want to '.......-in' their subscribers so do not offer ................... between platforms - this can also stop potential subscribers from ............... up because of these restrictions","Lock, Portability, Signing"
"# Fill The Blank:

Organisations must consider what cloud computing is most ................. based on their needs and those of other ..........................","Suitable, Stakeholders"

Question,Answer
"# Explain:

4 points about what digital resilience involves","* Understanding  the risks involved with having a digital environment and identifying how these risks can be mitigated
* Being able to identify when a problem has occurred and what to do
* Being able to recover from problems
* Learning from experience and implementing processes and procedures to mitgate any future occurrences of the same or similar problems"
"# Fill The Blank:

Strong digital .................. is when organisations manage digital risk and continue to deliver their products/services to stakeholders regardless of the situation",Resilience
"# Fill The Blank:

With businesses becoming more reliant on ......................, if there is a problem the possibility for ........................ to the functionality of the business increases","Technology, Disruption"
"# Fill The Blank:

To avoid distruptions when technology goes wrong, businesses must have ........... in place to be able to adapt to problems and continue to function with minimal disruption to the business or .............................","Plans, Shareholders"
"# Fill The Blank:

When considering their digital ........................, organistions must balance the opportunities for technological .................., business ..................... and security while complying with current ............... and regulation","Resilience, Change, Expanision, Legislation"

Question,Answer
"# Fill The Blank:

Data ........................... is where the same data is stored in multiple locations, and while it can be accidental, is often on purpose for .................... purposes to allow for data recovery.","Redundancy, Backup"
"# Fill The Blank:

Another advantage of data .......................... is that it provides a mechanism for improving the ...................... of the data because it can be ........................ across multiple sites","Redundancy, Compared"
"# Explain:

Briefly, 2 disadvantages of data redundancy","* Data redundancy can cause data inconsistency if it is stored in multiple locations but the data does not match
* Risk of data corruption due to the transfer and/or storage of data between locations/systems
* Additional costs required for the storage of the data"
"# Explain:

Hardware redundancy",Consists of one or more additional compelte hardware systems (eg: additonal servers that can be used in case of failure)
"# Explain:

Briefly, 3 types of redundancy","* Dynamic - Where only one system is working at a time and in case of faioure an additional system is started so that the business processes can continue with minimum disruption
* Static - Where systems run in parallel, all carrying out the same processes - results are continually compared to check accuracy where in case of mismatches a predefined algorithm decides the best outcome
* Hybrid - Combination of dynamic and static hardware redundancy

These can be applied to both hardware and software redundancy"
"# Explain:

Disadvantages of hardware redundancy","* Means a more complicated system
* Additional costs for the components involved
* Redundant systems also have to be updated, upgraded and maintained alongside the main systems (otherwise it will become unreliable and less resilient)"
"# Explain:

Software redundancy",Where there is additional software that can carry out the same tasks as the current software being used
"# Explain:

Back-up systems","* Not just backing up data but whole system (OS, software, configs)
* If incident occurs, business can restore system to a position prior to the incident"
"# State:

3 types of disaster recovery sites","* Hot site
* Cold site
* Warm site"
"# Explain:

Hot site","* Usually in a different location and runs in parallel to the normal system
* Replicate primary system and are usually maintained by third party (at a cost)
* Because they run in parallel they allow prompt restoration of functionality incase of an incident
* Because these sites have a backup of data, they allow immediate access to up-to-date data without having to source the location of any other data backups
* Can be in the cloud
* 'A fully functioning, up-to-date replica in respect to equipment and data'"
"# Explain:

Cold site","* Cheapest option as it does not involve all facilities needed for hot site
* Only usually used when critical disaster occurs
* Only a form of data center so incase of an incident technical expertise will be required to install and configure the computer equipment so that the business can continue to function
* 'Only have data and none of the equipment for the business environment'"
"# Explain:

Warm site","* Combination of a hot and cold site
* Digital equipment is made readily available but data must be restored onto the system
* Cost wise is between hot and cold sites
* 'Contains basic equipment used in the business environment but does not include any data'"
"# State:

4 types of backups","* Full backup
* Incremental backup
* Differential backup
* Mirror backup"
"# Explain:

Full backup","* Backup of every file and folder in a system
* More time consuming and requires sufficient space for all of the data
* Faster when restoring lost data
* More robust and reliable than alternatives
* Only suitable if there is large changes to data on a regular basis"
"# Explain:

Incremental backup","* After creating full backup, only backup data that has changed since last backup
* Use less storage than full backups but use additional resources/compute to compare states of backups/data
* More time consuming to restore data from an incremental backup than full backup because it has to analyse the data within the backup to establish the timestamp for when data changed - several incremental backups may be required to restore data"
"# Explain:

Differential backup","* Data initially does full backup
* Then will only backup the data that has changed since **last full** backup
* Easier to recover data as only requires full backup and most recent differential backup"
"# Explain:

Mirror backup","* It is only a backup of the data, but entire system (OS, applications, configs)
* If hard drive fails, new HDD can be installed and mirror backup taken from the failed drive and can be restored onto new hard drive
* Faster than other backup types and create a 'clean' copy without old or outdated files and folders"
"# State:

4 ways that device hardening can be done","4 of;
* Disabling unused network ports
* Strict password management and file permissions
* Using multi-factor authentication using hardware tokens as well as passwords on networks
* Updating computer systems with security patches as they become available 
* Removing all non-essential services and programs
* Setting time limits on access - can be frustrating for the user to be locked out after a short period of time because they have eg: answered a phone call"
"# Fill The Blank:

Device ......................... is the methodss or processes used to eradicate any means of attack",Hardening
"# Fill The Blank:

Careful ................ has to take place when implementing device hardening - the implications to workflow and productivity must be considered as well as the protential for reducing the ............. surface areas of the system","Planning, Attack"
